organism,count
"gi|2363080125|ref|NR_178281.1| Anaerobutyricum soehngenii strain L2-7 16S ribosomal RNA, partial sequence",7
"gi|1269801279|ref|NR_112116.2| Bacillus subtilis strain IAM 12118 16S ribosomal RNA, complete sequence",6
"gi|2363080259|ref|NR_178354.1| Acidovorax carolinensis strain NA3 16S ribosomal RNA, partial sequence",6
"gi|265678767|ref|NR_029072.1| Roseomonas gilardii subsp. rosea strain MDA5605 16S ribosomal RNA, partial sequence",6
"gi|444303872|ref|NR_074294.1| Terriglobus saanensis SP1PR4 16S ribosomal RNA, partial sequence",6
"gi|1227086146|ref|NR_148634.1| Glaciimonas frigoris strain N1-38 16S ribosomal RNA, partial sequence",6
"gi|1277396375|ref|NR_152088.1| Paraburkholderia caffeinilytica strain CF1 16S ribosomal RNA, partial sequence",6
"gi|2296162960|ref|NR_177909.1| Pycnacronema brasiliensis isolate F 16S ribosomal RNA, partial sequence",6
"gi|343200567|ref|NR_041254.1| Patulibacter minatonensis DSM 18081 strain KV-614 16S ribosomal RNA, partial sequence",6
"gi|1909404361|ref|NR_170414.1| Acidiferrimicrobium australe strain USS-CCA1 16S ribosomal RNA, partial sequence",6
"gi|631252759|ref|NR_113957.1| Staphylococcus epidermidis strain NBRC 100911 16S ribosomal RNA, partial sequence",6
"gi|1269801500|ref|NR_075014.2| Leuconostoc kimchii strain IMSNU 11154 16S ribosomal RNA, complete sequence",6
"gi|1491514571|ref|NR_159180.1| Phenylobacterium deserti strain YIM 73061 16S ribosomal RNA, partial sequence",6
"gi|631251955|ref|NR_113153.1| Alistipes shahii strain JCM 16773 16S ribosomal RNA, partial sequence",6
"gi|343201672|ref|NR_042398.1| Stigmatella erecta strain DSM 16858 16S ribosomal RNA, partial sequence",6
"gi|636560170|ref|NR_116230.1| Alishewanella longhuensis strain LH2-2 16S ribosomal RNA, partial sequence",6
"gi|2363083725|ref|NR_180110.1| Hypericibacter adhaerens strain R5959 16S ribosomal RNA, partial sequence",6
"gi|2363084544|ref|NR_180520.1| Ruminococcus bovis strain JE7A12 16S ribosomal RNA, complete sequence",6
"gi|645320412|ref|NR_117623.1| Acinetobacter junii strain ATCC 17908 16S ribosomal RNA, partial sequence",6
"gi|310974930|ref|NR_036794.1| Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence",6
"gi|2363086236|ref|NR_181370.1| Luteimonas deserti strain SJ-16 16S ribosomal RNA, partial sequence",6
"gi|2363087331|ref|NR_181922.1| Rhodocyclus gracilis strain DSM 110 16S ribosomal RNA, complete sequence",6
"gi|343199054|ref|NR_044435.1| Myroides profundi strain D25 16S ribosomal RNA, partial sequence",6
"gi|959494930|ref|NR_133793.1| Myroides odoratimimus subsp. xuanwuensis strain TH-19 16S ribosomal RNA, partial sequence",6
"gi|672238971|ref|NR_125560.1| Myroides gitamensis strain BSH-3 16S ribosomal RNA, partial sequence",6
"gi|699005327|ref|NR_126196.1| Mizugakiibacter sediminis strain skMP5 16S ribosomal RNA, partial sequence",6
"gi|343198540|ref|NR_042832.1| Roseburia faecis strain M72/1 16S ribosomal RNA, partial sequence",6
"gi|1491519567|ref|NR_159260.1| Streptomyces capitiformicae strain 1H-SSA4 16S ribosomal RNA, partial sequence",6
"gi|1024974844|ref|NR_136827.1| Thermomonospora amylolytica strain YIM 77502 16S ribosomal RNA, partial sequence",6
"gi|1199303401|ref|NR_147752.1| Egibacter rhizosphaerae strain EGI 80759 16S ribosomal RNA, partial sequence",6
"gi|566084841|ref|NR_108218.1| Thermus composti strain K-39 16S ribosomal RNA, partial sequence",6
"gi|507148137|ref|NR_102944.1| Alistipes finegoldii strain DSM 17242 16S ribosomal RNA, partial sequence",6
"gi|636560429|ref|NR_116489.1| Stutzerimonas stutzeri strain VKM B-975 16S ribosomal RNA, partial sequence",6
"gi|310975061|ref|NR_036925.1| Lysobacter enzymogenes strain 495 16S ribosomal RNA, partial sequence",6
"gi|974142239|ref|NR_134759.1| Lysobacter caeni strain BUT-8 16S ribosomal RNA, partial sequence",6
"gi|631251907|ref|NR_113105.1| Prevotella histicola strain JCM 15637 16S ribosomal RNA, partial sequence",6
"gi|343199048|ref|NR_044407.1| Prevotella histicola strain T05-04 16S ribosomal RNA, partial sequence",6
"gi|507148088|ref|NR_102895.1| Prevotella melaninogenica ATCC 25845 16S ribosomal RNA, partial sequence",6
"gi|2363085153|ref|NR_180825.1| Roseburia porci strain MUC/MUC-530-WT-4D 16S ribosomal RNA, partial sequence",6
"gi|343202245|ref|NR_042531.1| Methylocystis heyeri strain H2 16S ribosomal RNA, partial sequence",6
"gi|645319785|ref|NR_117151.1| Thermus filiformis strain DSM 4687 16S ribosomal RNA, partial sequence",6
"gi|636560179|ref|NR_116239.1| Methylophilus rhizosphaerae strain CBMB127 16S ribosomal RNA, partial sequence",6
"gi|1397641709|ref|NR_156818.1| Staphylococcus edaphicus strain CCM 8730 16S ribosomal RNA, partial sequence",6
"gi|1397641860|ref|NR_156970.1| Sphingobacterium alkalisoli strain Y3L14 16S ribosomal RNA, partial sequence",6
"gi|2836274870|ref|NR_197632.1| Gloeothece guizhouensis strain CHAB5847 16S ribosomal RNA, partial sequence",6
"gi|2363082569|ref|NR_179531.1| Marseillibacter massiliensis strain Marseille-P2840 16S ribosomal RNA, partial sequence",6
"gi|444304209|ref|NR_074634.1| Agathobacter rectalis ATCC 33656 16S ribosomal RNA, partial sequence",6
"gi|559795319|ref|NR_104912.1| Nitrococcus mobilis strain Nb-231 16S ribosomal RNA, partial sequence",5
"gi|219878428|ref|NR_025567.1| Enterocloster bolteae strain 16351 16S ribosomal RNA, partial sequence",5
"gi|343201082|ref|NR_041769.1| Bordetella avium strain ATCC 35086 16S ribosomal RNA, partial sequence",5
"gi|265678412|ref|NR_028714.1| Acidovorax delafieldii strain 133 16S ribosomal RNA, partial sequence",5
"gi|343200860|ref|NR_041547.1| Thermosulfidibacter takaii strain ABI70S6 16S ribosomal RNA, partial sequence",5
"gi|2136551623|ref|NR_173627.1| Thermosynergistes pyruvativorans strain S15 16S ribosomal RNA, complete sequence",5
"gi|645321781|ref|NR_118667.1| Lachnospira pectinoschiza strain 150-1 16S ribosomal RNA, partial sequence",5
"gi|1909404423|ref|NR_170477.1| Rheinheimera sediminis strain YQF-1 16S ribosomal RNA, partial sequence",5
"gi|636558681|ref|NR_114738.1| Thermoactinomyces intermedius strain ATCC 33205 16S ribosomal RNA, partial sequence",5
"gi|1397641792|ref|NR_156901.1| Thermodesulfobium acidiphilum strain 3127-1 16S ribosomal RNA, partial sequence",5
"gi|645322302|ref|NR_119085.1| [Clostridium] polysaccharolyticum strain DSM 1801 16S ribosomal RNA, partial sequence",5
"gi|310974914|ref|NR_036777.1| [Ruminococcus] torques strain VPI B2-51 16S ribosomal RNA, partial sequence",5
"gi|559795211|ref|NR_104800.1| Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence",5
"gi|219857214|ref|NR_024842.1| Streptococcus parasanguinis ATCC 15912 16S ribosomal RNA, partial sequence",5
"gi|961554987|ref|NR_133954.1| Acinetobacter indicus strain 1NM-4 16S ribosomal RNA, partial sequence",5
"gi|265678404|ref|NR_028706.1| Pseudomonas veronii strain CIP 104663 16S ribosomal RNA, partial sequence",5
"gi|636558854|ref|NR_114911.1| Pseudomonas extremaustralis 14-3 16S ribosomal RNA, partial sequence",5
"gi|1269801505|ref|NR_074997.2| Leuconostoc gasicomitatum strain TB 1-10 16S ribosomal RNA, complete sequence",5
"gi|343200601|ref|NR_041288.1| Paraburkholderia ginsengisoli strain KMY03 16S ribosomal RNA, partial sequence",5
"gi|343202244|ref|NR_042530.1| Roseospira goensis strain JA135 16S ribosomal RNA, partial sequence",5
"gi|566084877|ref|NR_108377.1| Dokdonella immobilis strain LM2-5 16S ribosomal RNA, partial sequence",5
"gi|343200160|ref|NR_040847.1| Cutibacterium acnes strain ATCC 6919 16S ribosomal RNA, partial sequence >gi|631251830|ref|NR_113028.1| Cutibacterium acnes strain JCM 6425 16S ribosomal RNA, partial sequence",5
"gi|343200678|ref|NR_041365.1| Solirubrobacter soli strain Gsoil 355 16S ribosomal RNA, partial sequence",5
"gi|343198515|ref|NR_042771.1| Streptococcus cristatus ATCC 51100 16S ribosomal RNA, partial sequence",5
"gi|631250829|ref|NR_112025.1| Streptococcus cristatus ATCC 51100 strain NCTC 12479 16S ribosomal RNA, partial sequence",5
"gi|1240411950|ref|NR_149296.1| Thalassobaculum fulvum strain HSF7 16S ribosomal RNA, partial sequence",5
"gi|2363081288|ref|NR_178888.1| Arthrobacter deserti strain YIM CS25 16S ribosomal RNA, partial sequence",5
"gi|559795273|ref|NR_104864.1| Archangium disciforme strain CMU 1 16S ribosomal RNA, partial sequence",5
"gi|2962412342|ref|NR_199537.1| Stenotrophomonas forensis strain DFS-20110405 16S ribosomal RNA, complete sequence",5
"gi|1269785419|ref|NR_118587.2| Rehaibacterium terrae strain YIM 77974 16S ribosomal RNA, complete sequence",5
"gi|1270533038|ref|NR_109621.2| Vulcaniibacterium thermophilum strain YIM 77875 16S ribosomal RNA, complete sequence",5
"gi|1779814888|ref|NR_164963.1| Lysobacter helvus strain D10 16S ribosomal RNA, partial sequence",5
"gi|343200946|ref|NR_041633.1| Ilumatobacter fluminis YM22-133 16S ribosomal RNA, partial sequence",5
"gi|343202365|ref|NR_042651.1| Rivibacter subsaxonicus strain BF49 16S ribosomal RNA, partial sequence",5
"gi|2363080621|ref|NR_178552.1| Thermopetrobacter submarinus strain TC-2 16S ribosomal RNA, partial sequence",5
"gi|2136551638|ref|NR_173642.1| Ruminococcoides bili strain IPLA60002 16S ribosomal RNA, partial sequence",5
"gi|343201748|ref|NR_042474.1| Pseudochrobactrum asaccharolyticum strain CCUG 46016 16S ribosomal RNA, partial sequence",5
"gi|2363086983|ref|NR_181748.1| Pseudochrobactrum algeriensis 16S ribosomal RNA, partial sequence",5
"gi|1011034852|ref|NR_135736.1| Falsochrobactrum ovis strain B1315 16S ribosomal RNA, partial sequence",5
"gi|1779814930|ref|NR_165004.1| Ferruginivarius sediminum strain WD2A32 16S ribosomal RNA, partial sequence",5
"gi|1269801491|ref|NR_102493.2| Klebsiella aerogenes KCTC 2190 16S ribosomal RNA, complete sequence",5
"gi|2363083556|ref|NR_180026.1| Blautia brookingsii strain SG772 16S ribosomal RNA, partial sequence",5
"gi|265678625|ref|NR_028930.1| Stenotrophomonas rhizophila strain e-p10 16S ribosomal RNA, partial sequence",5
"gi|2221405488|ref|NR_175548.1| Phocaeicola faecicola strain AGMB03916 16S ribosomal RNA, complete sequence",5
"gi|2363083979|ref|NR_180238.1| Granulicella sibirica strain AF10 16S ribosomal RNA, partial sequence",5
"gi|1679775925|ref|NR_163647.1| Tunturiibacter lichenicola strain SBC68 16S ribosomal RNA, partial sequence",5
"gi|2136551668|ref|NR_173673.1| Salaquimonas pukyongi strain RR3-28 16S ribosomal RNA, partial sequence",5
"gi|219846273|ref|NR_025863.1| Abiotrophia defectiva strain GIFU 12707 16S ribosomal RNA, partial sequence",5
"gi|636559935|ref|NR_115995.1| Georgfuchsia toluolica strain G5G6 16S ribosomal RNA, partial sequence",5
"gi|343200147|ref|NR_040834.1| Erythrobacter tepidarius strain DSM 10594 16S ribosomal RNA, partial sequence",5
"gi|2363084806|ref|NR_180651.1| Sphingomonas sinipercae strain HDW15C 16S ribosomal RNA, partial sequence",5
"gi|1315204023|ref|NR_152692.1| Bacillus wiedmannii strain FSL W8-0169 16S ribosomal RNA, partial sequence",5
"gi|1116030289|ref|NR_144747.1| Mediterranea massiliensis strain Marseille-P2645 16S ribosomal RNA, partial sequence",5
"gi|2363083369|ref|NR_179933.1| Zhongshania ponticola strain GM-8 16S ribosomal RNA, partial sequence",5
"gi|1193829135|ref|NR_147378.1| Negativibacillus massiliensis strain Marseille-P3213 16S ribosomal RNA, partial sequence",5
"gi|1953646755|ref|NR_171537.1| Sphingomonas mesophila strain SYSUP0001 16S ribosomal RNA, partial sequence",5
"gi|1341394066|ref|NR_153738.1| Sphingomonas piscinae strain LYH-20 16S ribosomal RNA, partial sequence",5
"gi|1269801495|ref|NR_102489.2| Bradyrhizobium oligotrophicum S58 16S ribosomal RNA, complete sequence",5
"gi|343201008|ref|NR_041695.1| Moraxella cuniculi strain CCUG 2154 16S ribosomal RNA, partial sequence",5
"gi|672238999|ref|NR_125588.1| Aeromicrobium massiliense JC14 16S ribosomal RNA, partial sequence",5
"gi|219846901|ref|NR_026493.1| Lacrimispora indolis strain 7 16S ribosomal RNA, partial sequence",5
"gi|636559008|ref|NR_115065.1| Chthonomonas calidirosea T49 16S ribosomal RNA, partial sequence",5
"gi|2363085193|ref|NR_180845.1| Rugamonas rivuli strain FT103W 16S ribosomal RNA, partial sequence",5
"gi|2363085169|ref|NR_180833.1| Waltera intestinalis strain WCA3-601-WT-6H 16S ribosomal RNA, partial sequence",5
"gi|566085056|ref|NR_108679.1| Algoriphagus faecimaris strain LYX05 16S ribosomal RNA, partial sequence",5
"gi|2836274869|ref|NR_197631.1| Gloeothece guizhouensis strain CHAB5847 16S ribosomal RNA, partial sequence",5
"gi|219856883|ref|NR_024702.1| Curvibacter lanceolatus strain ATCC 14669 16S ribosomal RNA, partial sequence",5
"gi|645319647|ref|NR_117026.1| Hydrotalea flava strain CCUG 51397 16S ribosomal RNA, partial sequence",5
"gi|343201491|ref|NR_042217.1| Fictibacillus arsenicus strain Con a/3 16S ribosomal RNA, partial sequence",5
"gi|1277396349|ref|NR_152060.1| Butyricicoccus faecihominis strain KS-2 16S ribosomal RNA, partial sequence",5
"gi|343205971|ref|NR_044490.1| Butyricicoccus pullicaecorum strain 25-3 16S ribosomal RNA, partial sequence",5
"gi|659364491|ref|NR_121691.1| Patulibacter medicamentivorans strain I11 16S ribosomal RNA, partial sequence",5
"gi|645321456|ref|NR_118418.1| Peterkaempfera griseoplana strain NRRL-ISP 5009 16S ribosomal RNA, partial sequence",5
"gi|1171002992|ref|NR_146377.1| Lacunisphaera anatis strain IG31 16S ribosomal RNA, partial sequence",5
"gi|926663087|ref|NR_132681.1| Pigmentiphaga soli strain BS12 16S ribosomal RNA, partial sequence",5
"gi|1558439486|ref|NR_160523.1| Orrella dioscoreae strain LMG 29303 16S ribosomal RNA, partial sequence",5
"gi|2363086238|ref|NR_181371.1| Luteimonas salinisoli strain SJ-92 16S ribosomal RNA, partial sequence",5
"gi|2363082165|ref|NR_179329.1| Vescimonas fastidiosa strain MM35 16S ribosomal RNA, partial sequence",5
"gi|2363082168|ref|NR_179330.1| Vescimonas coprocola strain MM50 16S ribosomal RNA, partial sequence",5
"gi|1270533082|ref|NR_074999.2| Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292 16S ribosomal RNA, complete sequence",5
"gi|636560567|ref|NR_116627.1| Staphylococcus devriesei strain KS-SP 60 16S ribosomal RNA, partial sequence",5
"gi|636559748|ref|NR_115808.1| Algiphilus aromaticivorans DG1253 16S ribosomal RNA, partial sequence",5
"gi|1269801501|ref|NR_075005.2| Bacillus velezensis strain FZB42 16S ribosomal RNA, complete sequence",5
"gi|1269801457|ref|NR_102783.2| Bacillus subtilis subsp. subtilis strain 168 16S ribosomal RNA, complete sequence",5
"gi|444439612|ref|NR_074927.1| Anaeromyxobacter dehalogenans strain 2CP-1 16S ribosomal RNA, partial sequence",5
"gi|2962412312|ref|NR_199507.1| Curvibacter soli strain H39-3-26 16S ribosomal RNA, partial sequence",5
"gi|265679021|ref|NR_029329.1| Herbaspirillum seropedicae strain Z67 16S ribosomal RNA, partial sequence",5
"gi|343200947|ref|NR_041634.1| Iamia majanohamensis strain NBRC 102561 16S ribosomal RNA, partial sequence",5
"gi|343198986|ref|NR_044254.1| Allohahella antarctica strain IMCC3113 16S ribosomal RNA, partial sequence",4
"gi|545589118|ref|NR_044715.2| Enterocloster clostridioformis strain ATCC 25537 16S ribosomal RNA, partial sequence",4
"gi|2363081214|ref|NR_178850.1| Burkholderia paludis strain MSh1 16S ribosomal RNA, partial sequence",4
"gi|2180566308|ref|NR_174193.1| Cupriavidus agavae strain ASC-9842 16S ribosomal RNA, partial sequence",4
"gi|1953646560|ref|NR_171440.1| Paraburkholderia dinghuensis strain DHOA04 16S ribosomal RNA, partial sequence",4
"gi|645320413|ref|NR_117624.1| Acinetobacter johnsonii strain ATCC 17909 16S ribosomal RNA, partial sequence",4
"gi|2363083513|ref|NR_180005.1| Acinetobacter oryzae strain B23 16S ribosomal RNA, partial sequence",4
"gi|444304042|ref|NR_074466.1| Thermodesulfobium narugense strain DSM 14796 16S ribosomal RNA, partial sequence",4
"gi|636559443|ref|NR_115502.1| [Ruminococcus] torques strain GIFU 12126 16S ribosomal RNA, partial sequence",4
"gi|1397641798|ref|NR_156907.1| Faecalimonas umbilicata strain EGH7 16S ribosomal RNA, partial sequence",4
"gi|636560680|ref|NR_116740.1| Acidovorax soli strain BL21 16S ribosomal RNA, partial sequence",4
"gi|2363086959|ref|NR_181736.1| Alistipes montrealensis strain kh20 16S ribosomal RNA, partial sequence",4
"gi|645322566|ref|NR_119286.1| Thomasclavelia cocleata strain DSM 1551 16S ribosomal RNA, partial sequence",4
"gi|2363087165|ref|NR_181838.1| Pseudomonas germanica strain FIT28 16S ribosomal RNA, partial sequence",4
"gi|1246951800|ref|NR_149804.1| Bradyrhizobium centrosematis strain A9 16S ribosomal RNA, partial sequence",4
"gi|2363080029|ref|NR_178231.1| Steroidobacter agaridevorans strain SA29-B 16S ribosomal RNA, partial sequence",4
"gi|219857550|ref|NR_025138.1| Cupriavidus basilensis strain DSM 11853 16S ribosomal RNA, partial sequence",4
"gi|2221405267|ref|NR_175452.1| Paraburkholderia dioscoreae strain LMG 31881 16S ribosomal RNA, partial sequence",4
"gi|343201605|ref|NR_042331.1| Corallococcus macrosporus strain DSM 14697 16S ribosomal RNA, partial sequence >gi|636558660|ref|NR_114717.1| Corallococcus macrosporus strain Cc m8 16S ribosomal RNA, partial sequence",4
"gi|343205799|ref|NR_044228.1| Nocardioides sediminis strain MSL-01 16S ribosomal RNA, partial sequence",4
"gi|507148069|ref|NR_102876.1| Pseudobdellovibrio exovorus JSS 16S ribosomal RNA, partial sequence",4
"gi|636559013|ref|NR_115070.1| Granulicella aggregans strain TPB6028 16S ribosomal RNA, partial sequence",4
"gi|659365285|ref|NR_122061.1| Clostridium saccharobutylicum strain NCP 262 16S ribosomal RNA, partial sequence",4
"gi|659364624|ref|NR_121710.1| Clostridium saccharobutylicum strain NCP 262 16S ribosomal RNA, partial sequence",4
"gi|2363085605|ref|NR_181055.1| Limnohabitans radicicola strain JUR4 16S ribosomal RNA, partial sequence",4
"gi|2363082609|ref|NR_179551.1| Acidaminococcus timonensis strain Marseille-P2764 16S ribosomal RNA, partial sequence",4
"gi|2363082805|ref|NR_179651.1| Acidaminococcus provencensis strain Marseille-P4266 16S ribosomal RNA, partial sequence",4
"gi|2363083162|ref|NR_179829.1| Arenimonas halophila strain CAU1453 16S ribosomal RNA, partial sequence",4
"gi|2363083453|ref|NR_179975.1| Duncaniella muris strain 129-Nlrp6 16S ribosomal RNA, partial sequence",4
"gi|219846701|ref|NR_026293.1| Dactylosporangium roseum strain DSM 43916 16S ribosomal RNA, partial sequence",4
"gi|631253130|ref|NR_114328.1| Erythrobacter colymbi strain TPW-24 16S ribosomal RNA, partial sequence",4
"gi|699005303|ref|NR_126172.1| Povalibacter uvarum strain Zumi 37 16S ribosomal RNA, partial sequence",4
"gi|2363080041|ref|NR_178237.1| Prevotella herbatica strain WR041 16S ribosomal RNA, partial sequence",4
"gi|645320493|ref|NR_117686.1| Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence",4
"gi|1441204320|ref|NR_157735.1| Bacillus proteolyticus strain MCCC 1A00365 16S ribosomal RNA, partial sequence",4
"gi|2221405506|ref|NR_175555.1| Bacillus sanguinis strain BML-BC004 16S ribosomal RNA, partial sequence",4
"gi|2363085832|ref|NR_181168.1| Gluconacetobacter dulcium strain LMG 1728 16S ribosomal RNA, partial sequence",4
"gi|566085423|ref|NR_109464.1| Lysinimonas soli strain SGM3-12 16S ribosomal RNA, partial sequence",4
"gi|343205811|ref|NR_044240.1| Pseudolysinimonas kribbensis strain MSL-13 16S ribosomal RNA, partial sequence",4
"gi|2136551585|ref|NR_173588.1| Protaetiibacter larvae strain KACC 19322 16S ribosomal RNA, complete sequence",4
"gi|2363086234|ref|NR_181369.1| Clostridium vitabionis strain YH-T4B42 16S ribosomal RNA, partial sequence",4
"gi|1193829158|ref|NR_147401.1| Sutterella massiliensis strain Marseille-P2435 16S ribosomal RNA, partial sequence",4
"gi|2363082871|ref|NR_179684.1| Paracidobacterium acidisoli strain 4G-K13 16S ribosomal RNA, partial sequence",4
"gi|2363084747|ref|NR_180622.1| Gemmiger gallinarum strain Cla-CZ-245 16S ribosomal RNA, partial sequence",4
"gi|219857539|ref|NR_025127.1| Lachnobacterium bovis strain LRC 5382 16S ribosomal RNA, partial sequence",4
"gi|1558439485|ref|NR_160522.1| Polyangium fumosum strain Pl fu5 16S ribosomal RNA, partial sequence",4
"gi|631251714|ref|NR_112912.1| Rhodopseudomonas palustris strain ATCC 17001 16S ribosomal RNA, partial sequence",4
"gi|265679016|ref|NR_029324.1| Pseudonocardia sulfidoxydans strain 592 16S ribosomal RNA, partial sequence",4
"gi|2363084673|ref|NR_180585.1| Pseudoduganella guangdongensis strain DS3 16S ribosomal RNA, partial sequence",4
"gi|645320349|ref|NR_117574.1| Lactobacillus johnsonii strain CIP 103620 16S ribosomal RNA, partial sequence",4
"gi|631252140|ref|NR_113338.1| Lactiplantibacillus plantarum strain NBRC 15891 16S ribosomal RNA, partial sequence",4
"gi|636559545|ref|NR_115605.1| Lactiplantibacillus plantarum strain JCM 1149 16S ribosomal RNA, partial sequence",4
"gi|1024974738|ref|NR_136785.1| Lactiplantibacillus plajomi strain NB53 16S ribosomal RNA, partial sequence",4
"gi|1246951799|ref|NR_149803.1| Bradyrhizobium americanum strain CMVU44 16S ribosomal RNA, partial sequence",4
"gi|265678892|ref|NR_029200.1| Afipia broomeae strain F186 16S ribosomal RNA, partial sequence",4
"gi|645320489|ref|NR_117683.1| Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence",4
"gi|2836274930|ref|NR_197693.1| Roseateles violae strain PFR6 16S ribosomal RNA, partial sequence",4
"gi|1040567061|ref|NR_137410.1| Terriglobus albidus strain Ac_26_B10 16S ribosomal RNA, partial sequence",4
"gi|1953646705|ref|NR_171504.1| Trinickia diaoshuihuensis strain NEAU-SY24 16S ribosomal RNA, partial sequence",4
"gi|343205966|ref|NR_044482.1| Dietzia kunjamensis subsp. schimae strain YIM 65001 16S ribosomal RNA, partial sequence",4
"gi|343200574|ref|NR_041261.1| Silvimonas terrae strain KM-45 16S ribosomal RNA, partial sequence",4
"gi|645320407|ref|NR_117619.1| Acinetobacter calcoaceticus strain ATCC 23055 16S ribosomal RNA, partial sequence",4
"gi|1277396293|ref|NR_152004.1| Acinetobacter lactucae strain NRRL B-41902 16S ribosomal RNA, partial sequence >gi|1277396369|ref|NR_152082.1| Acinetobacter lactucae strain JVAP01 16S ribosomal RNA, partial sequence",4
"gi|636558901|ref|NR_114958.1| Acinetobacter calcoaceticus strain ATCC 23055 16S ribosomal RNA, partial sequence",4
"gi|2363084485|ref|NR_180490.1| Bradyrhizobium diversitatis strain CNPSo 4019 16S ribosomal RNA, partial sequence",4
"gi|645321858|ref|NR_118730.1| [Clostridium] symbiosum strain ATCC 14940 16S ribosomal RNA, partial sequence",4
"gi|444439599|ref|NR_074914.1| Bacillus cytotoxicus strain NVH 391-98 16S ribosomal RNA, partial sequence",4
"gi|645322570|ref|NR_119289.1| Hippea maritima strain MH2 16S ribosomal RNA, partial sequence",4
"gi|545589064|ref|NR_044691.2| Bifidobacterium longum strain ATCC 15707 16S ribosomal RNA, partial sequence",4
"gi|219846083|ref|NR_025673.1| Caldimonas thermodepolymerans strain K14 16S ribosomal RNA, partial sequence",4
"gi|343198832|ref|NR_043802.1| Caldimonas aquatica strain wcf1 16S ribosomal RNA, partial sequence",4
"gi|343198491|ref|NR_041920.1| Lactobacillus gasseri ATCC 33323 = JCM 1131 16S ribosomal RNA, partial sequence",4
"gi|1269801610|ref|NR_074793.2| Oscillibacter valericigenes strain Sjm18-20 16S ribosomal RNA, complete sequence",4
"gi|2363084548|ref|NR_180522.1| Calorimonas adulescens strain A05 MB 16S ribosomal RNA, partial sequence",4
"gi|1953646646|ref|NR_171478.1| Flavipsychrobacter stenotrophus strain RB1R16 16S ribosomal RNA, partial sequence",4
"gi|2363084526|ref|NR_180511.1| Paenibacillus albicereus strain UniB2 16S ribosomal RNA, partial sequence",4
"gi|2363085826|ref|NR_181165.1| Usitatibacter palustris strain Swamp67 16S ribosomal RNA, partial sequence",4
"gi|470466321|ref|NR_074114.1| Elusimicrobium minutum strain Pei191 16S ribosomal RNA, partial sequence",4
"gi|2363082990|ref|NR_179743.1| Solimonas fluminis strain HR-BB 16S ribosomal RNA, partial sequence",4
"gi|2363085209|ref|NR_180853.1| Paramicrobacterium chengjingii strain HY60 16S ribosomal RNA, partial sequence",4
"gi|1909404485|ref|NR_170540.1| Janthinobacterium rivuli strain FT68W 16S ribosomal RNA, partial sequence",4
"gi|1909404375|ref|NR_170428.1| Ectopseudomonas hydrolytica strain DSWY01 16S ribosomal RNA, partial sequence",4
"gi|2363084603|ref|NR_180550.1| Pseudomonas yangonensis strain MY50 16S ribosomal RNA, partial sequence",4
"gi|1171002964|ref|NR_146349.1| Lacunisphaera limnophila strain IG16b 16S ribosomal RNA, partial sequence",4
"gi|1171002991|ref|NR_146376.1| Lacunisphaera limnophila strain IG16b 16S ribosomal RNA, partial sequence",4
"gi|2363086520|ref|NR_181517.1| Massilia rhizosphaerae strain NEAU-GH312 16S ribosomal RNA, partial sequence",4
"gi|2363085448|ref|NR_180972.1| Massilia arenosa strain MC02 16S ribosomal RNA, partial sequence",4
"gi|2363087097|ref|NR_181804.1| Bifidobacterium pluvialisilvae strain 82T24 16S ribosomal RNA, partial sequence",4
"gi|219846313|ref|NR_025903.1| Gemella haemolysans strain ATCC 25563 16S ribosomal RNA, partial sequence",4
"gi|219846314|ref|NR_025904.1| Gemella morbillorum strain 2917B 16S ribosomal RNA, partial sequence",4
"gi|219846827|ref|NR_026419.1| Gemella sanguinis strain 2045-94 16S ribosomal RNA, partial sequence",4
"gi|961555209|ref|NR_134178.1| Sphingobacterium gobiense strain H7 16S ribosomal RNA, partial sequence",4
"gi|631251998|ref|NR_113196.1| Neomoorella thermoacetica strain JCM 9319 16S ribosomal RNA, partial sequence",4
"gi|631253195|ref|NR_114393.1| Thomasclavelia spiroformis strain JCM 1432 16S ribosomal RNA, partial sequence",4
"gi|645322073|ref|NR_118904.1| Lactococcus raffinolactis strain NCDO 617 16S ribosomal RNA, partial sequence",4
"gi|1109168019|ref|NR_144608.1| Cuneatibacter caecimuris strain BARN-424-CC-10 16S ribosomal RNA, partial sequence",4
"gi|219846719|ref|NR_026311.1| Salinicoccus roseus strain DSM 5351 16S ribosomal RNA, partial sequence",4
"gi|645319638|ref|NR_117019.1| Blastococcus saxobsidens strain BC444 16S ribosomal RNA, partial sequence",3
"gi|1679775893|ref|NR_163615.1| Blastococcus xanthinilyticus strain BMG 862 16S ribosomal RNA, partial sequence",3
"gi|219878343|ref|NR_025482.1| Blastococcus saxobsidens strain BC448 16S ribosomal RNA, partial sequence",3
"gi|1277396214|ref|NR_151925.1| Rhodobacter sediminis strain N1 16S ribosomal RNA, partial sequence",3
"gi|2363081138|ref|NR_178812.1| Dyella amyloliquefaciens strain DHC06 16S ribosomal RNA, partial sequence",3
