organism,count
"gi|1397641798|ref|NR_156907.1| Faecalimonas umbilicata strain EGH7 16S ribosomal RNA, partial sequence",6
"gi|343200315|ref|NR_041002.1| Pleomorphomonas oryzae strain F-7 16S ribosomal RNA, partial sequence",6
"gi|645322421|ref|NR_119173.1| Corynebacterium tuberculostearicum strain ATCC 35692 16S ribosomal RNA, partial sequence",6
"gi|470466396|ref|NR_074119.1| Phenylobacterium zucineum HLK1 16S ribosomal RNA, partial sequence",6
"gi|645322037|ref|NR_118874.1| Renibacterium salmoninarum strain Lea-1-74 16S ribosomal RNA, partial sequence",6
"gi|1269236018|ref|NR_136851.2| Okibacterium endophyticum strain EGI 650022 16S ribosomal RNA, complete sequence",6
"gi|1384992271|ref|NR_156019.1| Rugosibacter aromaticivorans strain Ca6 16S ribosomal RNA, complete sequence",6
"gi|343200317|ref|NR_041004.1| Lysobacter brunescens strain KCTC 12130 16S ribosomal RNA, partial sequence",6
"gi|645322128|ref|NR_118947.1| Aeromonas veronii bv. veronii strain ATCC 35624 16S ribosomal RNA, partial sequence",6
"gi|343198851|ref|NR_043885.1| Aeromonas bivalvium strain 868E 16S ribosomal RNA, partial sequence",6
"gi|631252450|ref|NR_113648.1| Stenotrophomonas maltophilia strain NBRC 14161 16S ribosomal RNA, partial sequence",6
"gi|1116030286|ref|NR_144744.1| Bacteroides mediterraneensis strain Marseille-P2644 16S ribosomal RNA, partial sequence",6
"gi|2363081106|ref|NR_178796.1| Psychromicrobium lacuslunae strain IHBB 11108 16S ribosomal RNA, partial sequence",6
"gi|566084841|ref|NR_108218.1| Thermus composti strain K-39 16S ribosomal RNA, partial sequence",6
"gi|2180566448|ref|NR_174296.1| Bradyrhizobium australiense strain CNPSO:4014 16S ribosomal RNA, partial sequence",6
"gi|2296162741|ref|NR_177688.1| Gloeothece tonkinensis 16S ribosomal RNA, partial sequence",6
"gi|2363082276|ref|NR_179385.1| Streptococcus toyakuensis strain TP1632 16S ribosomal RNA, partial sequence",6
"gi|672239082|ref|NR_125671.1| Undibacterium jejuense strain JS4-4 16S ribosomal RNA, partial sequence",6
"gi|2363086220|ref|NR_181362.1| Undibacterium hunanense strain CY18W 16S ribosomal RNA, partial sequence",6
"gi|636559935|ref|NR_115995.1| Georgfuchsia toluolica strain G5G6 16S ribosomal RNA, partial sequence",6
"gi|645322148|ref|NR_118962.1| Priestia megaterium strain DSM 32 16S ribosomal RNA, partial sequence",6
"gi|507148083|ref|NR_102890.1| Burkholderia lata strain 383 16S ribosomal RNA, partial sequence",6
"gi|636558435|ref|NR_114491.1| Burkholderia cepacia ATCC 25416 16S ribosomal RNA, partial sequence",6
"gi|2363083536|ref|NR_180016.1| Simulacricoccus ruber strain MCy10636 16S ribosomal RNA, partial sequence",6
"gi|2363085101|ref|NR_180799.1| Cutibacterium porci strain WCA-380-WT-3A 16S ribosomal RNA, partial sequence",6
"gi|310975218|ref|NR_037082.1| Enterococcus hirae strain R 16S ribosomal RNA, partial sequence >gi|636558686|ref|NR_114743.1| Enterococcus hirae strain DSM 20160 16S ribosomal RNA, partial sequence",6
"gi|2363082569|ref|NR_179531.1| Marseillibacter massiliensis strain Marseille-P2840 16S ribosomal RNA, partial sequence",6
"gi|631251954|ref|NR_113152.1| Alistipes putredinis strain JCM 16772 16S ribosomal RNA, partial sequence",6
"gi|219846319|ref|NR_025909.1| Alistipes putredinis strain ATCC 29800 16S ribosomal RNA, partial sequence",6
"gi|1491516040|ref|NR_159238.1| Rhodoplanes tepidicaeni strain TUT3542 16S ribosomal RNA, partial sequence",6
"gi|961555151|ref|NR_134120.1| Paludibaculum fermentans strain P105 16S ribosomal RNA, partial sequence",6
"gi|2221405526|ref|NR_175564.1| Rhodoferax aquaticus strain personal::Gr-4 16S ribosomal RNA, partial sequence",6
"gi|343198690|ref|NR_043287.1| Lactobacillus amylovorus DSM 20531 16S ribosomal RNA, partial sequence",5
"gi|219878268|ref|NR_025407.1| Desulfomicrobium norvegicum strain DSM 1741 16S ribosomal RNA, partial sequence",5
"gi|343201293|ref|NR_042019.1| Desulfomicrobium baculatum DSM 4028 16S ribosomal RNA, partial sequence",5
"gi|1779814859|ref|NR_164934.1| Cupriavidus lacunae strain S23 16S ribosomal RNA, partial sequence",5
"gi|2363085784|ref|NR_181144.1| Sediminibacterium soli strain WSJ-3 16S ribosomal RNA, partial sequence",5
"gi|2836274932|ref|NR_197695.1| Streptococcus raffinosi strain VTCC 12812 16S ribosomal RNA, partial sequence",5
"gi|343201717|ref|NR_042443.1| Latilactobacillus sakei subsp. sakei strain DSM 20017 16S ribosomal RNA, partial sequence",5
"gi|542123254|ref|NR_104208.1| Latilactobacillus sakei subsp. carnosus strain CCUG 31331 16S ribosomal RNA, partial sequence",5
"gi|631252623|ref|NR_113821.1| Latilactobacillus sakei strain NBRC 15893 16S ribosomal RNA, partial sequence",5
"gi|343202511|ref|NR_042851.1| Rhizobium daejeonense strain L61 16S ribosomal RNA, partial sequence",5
"gi|1953646601|ref|NR_171456.1| Dyella choica strain 4 M-K27 16S ribosomal RNA, partial sequence",5
"gi|2282568583|ref|NR_176987.1| Gloeobacter morelensis strain MG652769 16S ribosomal RNA, complete sequence",5
"gi|444303860|ref|NR_074282.1| Gloeobacter violaceus PCC 7421 16S ribosomal RNA, complete sequence",5
"gi|444303899|ref|NR_074322.1| Bradyrhizobium diazoefficiens strain USDA110 16S ribosomal RNA, partial sequence",5
"gi|636559944|ref|NR_116004.1| Labrys wisconsinensis strain W1215-PCA4 16S ribosomal RNA, partial sequence",5
"gi|1953646705|ref|NR_171504.1| Trinickia diaoshuihuensis strain NEAU-SY24 16S ribosomal RNA, partial sequence",5
"gi|645321858|ref|NR_118730.1| [Clostridium] symbiosum strain ATCC 14940 16S ribosomal RNA, partial sequence",5
"gi|219856906|ref|NR_024727.1| Sporichthya polymorpha DSM 43042 16S ribosomal RNA, partial sequence",5
"gi|1384992310|ref|NR_156059.1| Allostreptomyces psammosilenae strain YIM DR4008 16S ribosomal RNA, partial sequence",5
"gi|265678692|ref|NR_028997.1| Subdoligranulum variabile strain BI 114 16S ribosomal RNA, partial sequence",5
"gi|636560010|ref|NR_116070.1| Acinetobacter septicus strain AK001 16S ribosomal RNA, partial sequence",5
"gi|507148007|ref|NR_102814.1| Acinetobacter oleivorans strain DR1 16S ribosomal RNA, partial sequence",5
"gi|918024594|ref|NR_132395.1| Endobacter medicaginis strain M1MS02 16S ribosomal RNA, partial sequence",5
"gi|444303904|ref|NR_074327.1| Acidiphilium multivorum strain AIU301 16S ribosomal RNA, complete sequence",5
"gi|1193829132|ref|NR_147375.1| Colidextribacter massiliensis strain Marseille-P3083 16S ribosomal RNA, partial sequence",5
"gi|631252194|ref|NR_113392.1| Moraxella osloensis strain DSM 6998 16S ribosomal RNA, partial sequence",5
"gi|631252193|ref|NR_113391.1| Moraxella osloensis strain ATCC 19976 16S ribosomal RNA, partial sequence",5
"gi|559795343|ref|NR_104936.1| Moraxella osloensis strain A1920 16S ribosomal RNA, partial sequence",5
"gi|1397641875|ref|NR_156985.1| Campylobacter ornithocola strain WBE38 16S ribosomal RNA, partial sequence",5
"gi|636559024|ref|NR_115081.1| Campylobacter subantarcticus strain LMG 24377 16S ribosomal RNA, partial sequence",5
"gi|343201710|ref|NR_042436.1| Limosilactobacillus coleohominis DSM 14060 16S ribosomal RNA, partial sequence",5
"gi|265678797|ref|NR_029102.1| Hydrocarboniphaga effusa strain AP103 16S ribosomal RNA, partial sequence",5
"gi|672239015|ref|NR_125604.1| Paenirhodobacter enshiensis strain DW2-9 16S ribosomal RNA, partial sequence",5
"gi|343202913|ref|NR_043407.1| Rhodobacter capsulatus strain ATCC 11166 16S ribosomal RNA, partial sequence",5
"gi|699005311|ref|NR_126180.1| Reyranella graminifolii strain Wo-34 16S ribosomal RNA, partial sequence",5
"gi|636559945|ref|NR_116005.1| Reyranella massiliensis 521 16S ribosomal RNA, partial sequence",5
"gi|566085594|ref|NR_109674.1| Reyranella soli strain KIS14-15 16S ribosomal RNA, partial sequence",5
"gi|2363083303|ref|NR_179900.1| Pueribacillus theae strain T8 16S ribosomal RNA, partial sequence",5
"gi|1116030261|ref|NR_144719.1| Bacillus testis strain SIT10 16S ribosomal RNA, partial sequence",5
"gi|2221405488|ref|NR_175548.1| Phocaeicola faecicola strain AGMB03916 16S ribosomal RNA, complete sequence",5
"gi|926663075|ref|NR_132669.1| Ciceribacter naphthalenivorans strain TSY03b 16S ribosomal RNA, partial sequence",5
"gi|631253129|ref|NR_114327.1| Lactococcus taiwanensis strain 0905C15 16S ribosomal RNA, partial sequence",5
"gi|636559129|ref|NR_115186.1| Pandoraea pulmonicola strain CCUG 38759 16S ribosomal RNA, partial sequence",5
"gi|2363083439|ref|NR_179968.1| Lelliottia aquatilis strain 6331-17 16S ribosomal RNA, partial sequence",5
"gi|636559006|ref|NR_115063.1| Bacillus halotolerans strain DSM 8802 16S ribosomal RNA, partial sequence",5
"gi|645320312|ref|NR_117547.1| Enterobacter soli ATCC BAA-2102 strain LF7 16S ribosomal RNA, partial sequence",5
"gi|645319840|ref|NR_117193.1| Acinetobacter tjernbergiae strain DSM 14971 16S ribosomal RNA, partial sequence",5
"gi|636560594|ref|NR_116654.1| Novosphingobium soli strain CC-TPE-1 16S ribosomal RNA, partial sequence",5
"gi|343205788|ref|NR_044210.1| Novosphingobium panipatense strain SM16 16S ribosomal RNA, partial sequence",5
"gi|343200359|ref|NR_041046.1| Novosphingobium naphthalenivorans strain TUT562 16S ribosomal RNA, partial sequence",5
"gi|1269801276|ref|NR_115284.2| Geobacillus stearothermophilus strain BGSC 9A20 16S ribosomal RNA, complete sequence",5
"gi|343200107|ref|NR_040794.1| Geobacillus stearothermophilus strain IFO 12550 16S ribosomal RNA, partial sequence",5
"gi|566085515|ref|NR_109585.1| Pleomorphomonas diazotrophica strain R5-392 16S ribosomal RNA, partial sequence",5
"gi|672239116|ref|NR_125705.1| Aggregicoccus edonensis strain MCy1366 16S ribosomal RNA, partial sequence",5
"gi|265678411|ref|NR_028713.1| Curvibacter delicatus strain 146 16S ribosomal RNA, partial sequence",5
"gi|636560774|ref|NR_116834.1| Pseudoxanthomonas icgebensis strain ICGEB-L15 16S ribosomal RNA, partial sequence",5
"gi|545589118|ref|NR_044715.2| Enterocloster clostridioformis strain ATCC 25537 16S ribosomal RNA, partial sequence",5
"gi|343201449|ref|NR_042175.1| Solimonas variicoloris DSM 15731 strain MN28 16S ribosomal RNA, partial sequence",5
"gi|672238982|ref|NR_125571.1| Oribacterium asaccharolyticum ACB7 16S ribosomal RNA, partial sequence",5
"gi|672238981|ref|NR_125570.1| Oribacterium parvum ACB1 16S ribosomal RNA, partial sequence",5
"gi|265678792|ref|NR_029097.1| Oribacterium sinus strain AIP 354.02 16S ribosomal RNA, partial sequence",5
"gi|2221405185|ref|NR_175421.1| Sphingomonas segetis strain YJ09 16S ribosomal RNA, partial sequence",5
"gi|2363082356|ref|NR_179425.1| Gorbachella massiliensis strain GD7 16S ribosomal RNA, partial sequence",5
"gi|1491514571|ref|NR_159180.1| Phenylobacterium deserti strain YIM 73061 16S ribosomal RNA, partial sequence",5
"gi|1397641882|ref|NR_156992.1| Caulobacter rhizosphaerae strain 7F14 16S ribosomal RNA, partial sequence",5
"gi|265678730|ref|NR_029035.1| Quatrionicoccus australiensis strain Ben 117 16S ribosomal RNA, partial sequence",5
"gi|343200656|ref|NR_041343.1| Parabacteroides merdae strain JCM 9497 16S ribosomal RNA, partial sequence",5
"gi|1116030278|ref|NR_144736.1| Neglectibacter timonensis strain SN17 16S ribosomal RNA, partial sequence",5
"gi|636559695|ref|NR_115755.1| Gallionella capsiferriformans ES-2 16S ribosomal RNA, partial sequence",5
"gi|1240411906|ref|NR_149238.1| Sulfuriferula thiophila strain mst6 16S ribosomal RNA, partial sequence",5
"gi|343202365|ref|NR_042651.1| Rivibacter subsaxonicus strain BF49 16S ribosomal RNA, partial sequence",5
"gi|631253195|ref|NR_114393.1| Thomasclavelia spiroformis strain JCM 1432 16S ribosomal RNA, partial sequence",5
"gi|444304209|ref|NR_074634.1| Agathobacter rectalis ATCC 33656 16S ribosomal RNA, partial sequence",5
"gi|2363082609|ref|NR_179551.1| Acidaminococcus timonensis strain Marseille-P2764 16S ribosomal RNA, partial sequence",5
"gi|2836274980|ref|NR_197743.1| Hyphobacterium lacteum strain HN-65 16S ribosomal RNA, complete sequence",5
"gi|2136551566|ref|NR_173569.1| Methyloradius palustris strain Zm11 16S ribosomal RNA, partial sequence",5
"gi|1227086130|ref|NR_148626.1| Neobacillus cucumis strain AP-6 16S ribosomal RNA, partial sequence",5
"gi|631252887|ref|NR_114085.1| Neobacillus drentensis strain NBRC 102427 16S ribosomal RNA, partial sequence",5
"gi|219846083|ref|NR_025673.1| Caldimonas thermodepolymerans strain K14 16S ribosomal RNA, partial sequence",5
"gi|219846924|ref|NR_026516.1| Anoxybacillus flavithermus subsp. flavithermus strain DSM 2641 16S ribosomal RNA, partial sequence",5
"gi|2363082755|ref|NR_179626.1| Massiliimalia timonensis strain Marseille-P3753 16S ribosomal RNA, partial sequence",5
"gi|631251890|ref|NR_113088.1| Porphyromonas gulae strain JCM 13865 16S ribosomal RNA, partial sequence",5
"gi|2363084479|ref|NR_180487.1| Paraburkholderia acidisoli strain DHF22 16S ribosomal RNA, partial sequence",5
"gi|645319941|ref|NR_117268.1| Brevundimonas olei strain MJ15 16S ribosomal RNA, partial sequence",5
"gi|645319791|ref|NR_117156.1| Parageobacillus thermantarcticus strain DSM 9572 16S ribosomal RNA, partial sequence",5
"gi|2363080029|ref|NR_178231.1| Steroidobacter agaridevorans strain SA29-B 16S ribosomal RNA, partial sequence",4
"gi|343202449|ref|NR_042744.1| Virgibacillus kekensis strain YIM kkny16 16S ribosomal RNA, partial sequence",4
"gi|1397641709|ref|NR_156818.1| Staphylococcus edaphicus strain CCM 8730 16S ribosomal RNA, partial sequence",4
"gi|1270533082|ref|NR_074999.2| Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292 16S ribosomal RNA, complete sequence",4
"gi|1315204044|ref|NR_152714.1| Novosphingobium lotistagni strain THG-DN6.20 16S ribosomal RNA, partial sequence",4
"gi|310975092|ref|NR_036956.1| Staphylococcus hominis strain DM 122 16S ribosomal RNA, partial sequence",4
"gi|636558558|ref|NR_114615.1| Nordella oligomobilis strain N21 16S ribosomal RNA, partial sequence",4
"gi|2836274990|ref|NR_197753.1| Taklimakanibacter deserti strain SYSU D60010 16S ribosomal RNA, complete sequence",4
"gi|2363083680|ref|NR_180088.1| Aestuariivirga litoralis strain SYSU M10001 16S ribosomal RNA, partial sequence",4
"gi|1109168019|ref|NR_144608.1| Cuneatibacter caecimuris strain BARN-424-CC-10 16S ribosomal RNA, partial sequence",4
"gi|1864207140|ref|NR_169434.1| Rhizobium arsenicireducens strain KAs5-22 16S ribosomal RNA, partial sequence",4
"gi|343201672|ref|NR_042398.1| Stigmatella erecta strain DSM 16858 16S ribosomal RNA, partial sequence",4
"gi|645320382|ref|NR_117600.1| Archangium disciforme strain DSM 52716 16S ribosomal RNA, partial sequence",4
"gi|2136551617|ref|NR_173621.1| Sinanaerobacter chloroacetimidivorans strain BAD-6 16S ribosomal RNA, partial sequence",4
"gi|1116030279|ref|NR_144737.1| Emergencia timonensis strain SN18 16S ribosomal RNA, partial sequence",4
"gi|265678606|ref|NR_028911.1| Anaerovorax odorimutans strain NorPut 16S ribosomal RNA, partial sequence",4
"gi|2363083142|ref|NR_179819.1| Tabrizicola soli strain ZQBW 16S ribosomal RNA, partial sequence",4
"gi|566085429|ref|NR_109471.1| Fontimonas thermophila strain HA-01 16S ribosomal RNA, partial sequence",4
"gi|631252140|ref|NR_113338.1| Lactiplantibacillus plantarum strain NBRC 15891 16S ribosomal RNA, partial sequence",4
"gi|1024974738|ref|NR_136785.1| Lactiplantibacillus plajomi strain NB53 16S ribosomal RNA, partial sequence",4
"gi|1040567021|ref|NR_137370.1| Jatrophihabitans fulvus strain PB158 16S ribosomal RNA, partial sequence",4
"gi|645321086|ref|NR_118138.1| Gaiella occulta strain F2-233 16S ribosomal RNA, partial sequence",4
"gi|636560863|ref|NR_116923.1| Campylobacter volucris strain LMG 24380 16S ribosomal RNA, partial sequence",4
"gi|2363082491|ref|NR_179492.1| Pedobacter schmidteae strain personal::EG 16S ribosomal RNA, partial sequence",4
"gi|1779814801|ref|NR_164876.1| Pedobacter panacis strain DCY108 16S ribosomal RNA, partial sequence",4
"gi|2363085085|ref|NR_180791.1| Caenimonas soli strain S4 16S ribosomal RNA, partial sequence",4
"gi|343205837|ref|NR_044289.1| Enterocloster lavalensis strain CCRI-9842 16S ribosomal RNA, partial sequence",4
"gi|343201474|ref|NR_042200.1| Enterocloster asparagiformis strain N6 16S ribosomal RNA, partial sequence",4
"gi|343200783|ref|NR_041470.1| Alicyclobacillus sacchari strain RB718 16S ribosomal RNA, partial sequence",4
"gi|645321759|ref|NR_118651.1| [Clostridium] aminophilum strain F 16S ribosomal RNA, partial sequence",4
"gi|631251867|ref|NR_113065.1| Bacteroides clarus YIT 12056 strain JCM 16067 16S ribosomal RNA, partial sequence",4
"gi|2363086248|ref|NR_181376.1| Alloacidobacterium dinghuense strain 4Y35 16S ribosomal RNA, partial sequence",4
"gi|1441204347|ref|NR_157762.1| Serratia oryzae strain J11-6 16S ribosomal RNA, partial sequence",4
"gi|1811131604|ref|NR_165786.1| Methylobacterium durans strain 17SD2-17 16S ribosomal RNA, partial sequence",4
"gi|2363085605|ref|NR_181055.1| Limnohabitans radicicola strain JUR4 16S ribosomal RNA, partial sequence",4
"gi|343202751|ref|NR_043189.1| Phyllobacterium myrsinacearum strain STM 948 16S ribosomal RNA, partial sequence",4
"gi|343198816|ref|NR_043754.1| Methylocystis hirsuta strain CSC1 16S ribosomal RNA, partial sequence",4
"gi|2363085338|ref|NR_180917.1| Methylocystis silviterrae strain FS 16S ribosomal RNA, partial sequence",4
"gi|1277396301|ref|NR_152012.1| Sphingomonas zeicaulis strain 541 16S ribosomal RNA, partial sequence",4
"gi|1864207111|ref|NR_169405.1| Amniculibacterium aquaticum strain KYPW7 16S ribosomal RNA, partial sequence",4
"gi|2221405478|ref|NR_175543.1| Chryseobacterium potabilaquae strain CECT 9293 16S ribosomal RNA, partial sequence",4
"gi|566085280|ref|NR_109152.1| Cupriavidus alkaliphilus strain ASC-732 16S ribosomal RNA, partial sequence",4
"gi|2363080175|ref|NR_178311.1| Faecalibacterium gallinarum strain ic1379 16S ribosomal RNA, partial sequence",4
"gi|265678409|ref|NR_028711.1| Giesbergeria sinuosa strain LMG 4393 16S ribosomal RNA, partial sequence",4
"gi|559795338|ref|NR_104931.1| Aminobacter carboxidus strain Z-1171 16S ribosomal RNA, partial sequence",4
"gi|645321790|ref|NR_118674.1| Eubacterium ramulus ATCC 29099 16S ribosomal RNA, partial sequence",4
"gi|566085421|ref|NR_109462.1| Paenibacillus typhae strain xj7 16S ribosomal RNA, partial sequence",4
"gi|2363080603|ref|NR_178542.1| Paenibacillus ihuae strain GD6 16S ribosomal RNA, partial sequence",4
"gi|1864207046|ref|NR_169340.1| Paenibacillus helianthi strain P26E 16S ribosomal RNA, partial sequence",4
"gi|645320921|ref|NR_118014.1| Nitratireductor lucknowense strain IITR-21 16S ribosomal RNA, partial sequence",4
"gi|343205790|ref|NR_044216.1| Ciceribacter selenitireducens strain B1 16S ribosomal RNA, partial sequence",4
"gi|636559059|ref|NR_115116.1| Lentilactobacillus parabuchneri strain LMG 11457 16S ribosomal RNA, partial sequence",4
"gi|219857214|ref|NR_024842.1| Streptococcus parasanguinis ATCC 15912 16S ribosomal RNA, partial sequence",4
"gi|1445135945|ref|NR_157984.1| Caulobacter hibisci strain THG-AG3.4 16S ribosomal RNA, partial sequence",4
"gi|1441204350|ref|NR_157765.1| Stenotrophomonas bentonitica strain BII-R7 16S ribosomal RNA, partial sequence",4
"gi|545589062|ref|NR_044690.2| Bifidobacterium coryneforme strain ATCC 25911 16S ribosomal RNA, partial sequence",4
"gi|343202282|ref|NR_042568.1| Stenotrophomonas humi strain R-32729 16S ribosomal RNA, partial sequence",4
"gi|631250946|ref|NR_112143.1| Phocaeicola vulgatus strain JCM 5826 16S ribosomal RNA, partial sequence",4
"gi|631252858|ref|NR_114056.1| Pleomorphomonas oryzae strain NBRC 102288 16S ribosomal RNA, partial sequence",4
"gi|343205966|ref|NR_044482.1| Dietzia kunjamensis subsp. schimae strain YIM 65001 16S ribosomal RNA, partial sequence",4
"gi|2363086961|ref|NR_181737.1| Dietzia massiliensis strain Marseille-Q0999 16S ribosomal RNA, partial sequence",4
"gi|2136551513|ref|NR_173516.1| Stagnimonas aquatica strain THS-13 16S ribosomal RNA, partial sequence",4
"gi|1040567070|ref|NR_137419.1| Sinimarinibacterium flocculans strain NH6-24 16S ribosomal RNA, partial sequence",4
"gi|265678362|ref|NR_028664.1| Streptococcus mitis strain NS51 16S ribosomal RNA, partial sequence",4
"gi|2363082272|ref|NR_179383.1| Streptococcus vulneris strain DM3B3 16S ribosomal RNA, complete sequence",4
"gi|631251980|ref|NR_113178.1| Paraburkholderia bannensis NBRC 103871 strain E25 16S ribosomal RNA, partial sequence",4
"gi|2363087097|ref|NR_181804.1| Bifidobacterium pluvialisilvae strain 82T24 16S ribosomal RNA, partial sequence",4
"gi|645322445|ref|NR_119191.1| Bradyrhizobium japonicum strain DSM 30131 16S ribosomal RNA, partial sequence",4
"gi|485099055|ref|NR_102452.1| Mesorhizobium australicum WSM2073 16S ribosomal RNA, partial sequence",4
"gi|2180566390|ref|NR_174253.1| Azohydromonas sediminis strain SYSU G00088 16S ribosomal RNA, partial sequence",4
"gi|2363081048|ref|NR_178767.1| Sphingomonas parvus strain GP20-2 16S ribosomal RNA, partial sequence",4
"gi|1341394074|ref|NR_153746.1| Sphingomonas lutea strain JS5 16S ribosomal RNA, partial sequence",4
"gi|1182956122|ref|NR_146830.1| Thalassiella azotivora strain DSD2 16S ribosomal RNA, partial sequence",4
"gi|1441204366|ref|NR_157781.1| Massilia agri strain K-3-1 16S ribosomal RNA, partial sequence",4
"gi|219856883|ref|NR_024702.1| Curvibacter lanceolatus strain ATCC 14669 16S ribosomal RNA, partial sequence",4
"gi|2363080828|ref|NR_178656.1| Phenylobacterium kunshanense strain BUT-10 16S ribosomal RNA, partial sequence",4
"gi|566084828|ref|NR_108192.1| Solirubrobacter ginsenosidimutans strain BXN5-15 16S ribosomal RNA, partial sequence",4
"gi|343201268|ref|NR_041994.1| Bosea thiooxidans strain DSM 9653 16S ribosomal RNA, partial sequence",4
"gi|645322411|ref|NR_119166.1| Parabacteroides merdae ATCC 43184 16S ribosomal RNA, partial sequence",4
"gi|343200777|ref|NR_041464.1| Parabacteroides johnsonii strain M-165 16S ribosomal RNA, partial sequence",4
"gi|2836274967|ref|NR_197730.1| Neglectibacter caecimuris strain M00184 16S ribosomal RNA, partial sequence",4
"gi|1277396341|ref|NR_152052.1| Anaerosporomusa subterranea strain RU4 16S ribosomal RNA, partial sequence",4
"gi|228716127|ref|NR_027547.1| Anaeromyxobacter dehalogenans strain 2CP-1 16S ribosomal RNA, partial sequence",4
"gi|672239049|ref|NR_125638.1| Bradyrhizobium valentinum strain LmjM3 16S ribosomal RNA, partial sequence",4
"gi|2260349448|ref|NR_176530.1| Dysosmobacter welbionis strain J115 16S ribosomal RNA, partial sequence",4
"gi|636558748|ref|NR_114805.1| Sulfuriferula plumbiphila strain Gro7 16S ribosomal RNA, partial sequence",4
"gi|1491522541|ref|NR_159348.1| Marinobacterium aestuarii strain ST58-10 16S ribosomal RNA, complete sequence",4
"gi|645320413|ref|NR_117624.1| Acinetobacter johnsonii strain ATCC 17909 16S ribosomal RNA, partial sequence",4
"gi|961554987|ref|NR_133954.1| Acinetobacter indicus strain 1NM-4 16S ribosomal RNA, partial sequence",4
"gi|219846519|ref|NR_026111.1| Phascolarctobacterium faecium strain ACM 3679 16S ribosomal RNA, partial sequence",4
"gi|265678605|ref|NR_028910.1| Pelospora glutarica strain WoGl3 16S ribosomal RNA, partial sequence",4
"gi|2363085133|ref|NR_180815.1| Oliverpabstia intestinalis strain BSM-380-WT-5A 16S ribosomal RNA, partial sequence",4
"gi|2363084089|ref|NR_180293.1| Herbaspirillum camelliae strain WT00C 16S ribosomal RNA, partial sequence",4
"gi|343199100|ref|NR_044555.1| Thiobacillus thiophilus strain D24TN 16S ribosomal RNA, partial sequence",4
"gi|343203506|ref|NR_043677.1| Chitinimonas koreensis strain R2A43-10 16S ribosomal RNA, partial sequence",4
"gi|343200574|ref|NR_041261.1| Silvimonas terrae strain KM-45 16S ribosomal RNA, partial sequence",4
"gi|343200138|ref|NR_040825.1| Sphingomonas ursincola strain DSM 9006 16S ribosomal RNA, partial sequence",4
"gi|2363082779|ref|NR_179638.1| Dorea phocaeensis strain Marseille-P4003 16S ribosomal RNA, partial sequence",4
"gi|559795101|ref|NR_104687.1| Blautia hansenii DSM 20583 strain JCM 14655 16S ribosomal RNA, partial sequence",4
"gi|1269235419|ref|NR_043020.2| Geobacillus thermocatenulatus strain BGSC 93A1 16S ribosomal RNA, complete sequence",4
"gi|1277396375|ref|NR_152088.1| Paraburkholderia caffeinilytica strain CF1 16S ribosomal RNA, partial sequence",4
"gi|1109168034|ref|NR_144615.1| Longibaculum muris strain MT10-315-CC-1.2-2 16S ribosomal RNA, partial sequence",4
"gi|1277396324|ref|NR_152035.1| Porphyromonas loveana strain UQD444 16S ribosomal RNA, partial sequence",4
"gi|2363081772|ref|NR_179132.1| Paraburkholderia panacihumi strain DCY115 16S ribosomal RNA, partial sequence",4
"gi|219878210|ref|NR_025349.1| Desulfomicrobium macestii strain M-9 16S ribosomal RNA, partial sequence",3
"gi|1109167956|ref|NR_144576.1| Ampullimonas aquatilis strain B15.09-116 16S ribosomal RNA, partial sequence",3
"gi|2363083804|ref|NR_180150.1| Staphylococcus pseudoxylosus strain S04009 16S ribosomal RNA, partial sequence",3
"gi|2363086019|ref|NR_181262.1| Staphylococcus caledonicus strain H8/1 16S ribosomal RNA, partial sequence",3
"gi|959495002|ref|NR_133854.1| Sediminibacterium goheungense strain HME7863 16S ribosomal RNA, partial sequence",3
"gi|631253057|ref|NR_114255.1| Sediminibacterium salmoneum NBRC 103935 16S ribosomal RNA, partial sequence",3
"gi|1909404454|ref|NR_170509.1| Duncaniella freteri strain TLL-A3 16S ribosomal RNA, partial sequence",3
"gi|1953646638|ref|NR_171474.1| Cognatilysobacter tabacisoli strain C8-1 16S ribosomal RNA, partial sequence",3
"gi|645320381|ref|NR_117599.1| Archangium disciforme strain DSM 52716 16S ribosomal RNA, partial sequence",3
"gi|2739363407|ref|NR_191041.1| Pegethrix qiandaoensis strain WZU0719 16S ribosomal RNA, partial sequence",3
"gi|2363085193|ref|NR_180845.1| Rugamonas rivuli strain FT103W 16S ribosomal RNA, partial sequence",3
"gi|1953646646|ref|NR_171478.1| Flavipsychrobacter stenotrophus strain RB1R16 16S ribosomal RNA, partial sequence",3
"gi|265678424|ref|NR_028726.1| Lacrimispora algidixylanolytica strain SPL73 16S ribosomal RNA, partial sequence",3
"gi|310975204|ref|NR_037068.1| Lacrimispora xylanolytica strain DSM 6555 16S ribosomal RNA, partial sequence",3
"gi|2363081854|ref|NR_179173.1| Clostridium fessum strain SNUG30386 16S ribosomal RNA, partial sequence",3
"gi|2363083455|ref|NR_179976.1| Paramuribaculum intestinale strain B1117 16S ribosomal RNA, partial sequence",3
"gi|636559545|ref|NR_115605.1| Lactiplantibacillus plantarum strain JCM 1149 16S ribosomal RNA, partial sequence",3
"gi|1864207068|ref|NR_169362.1| Extensimonas perlucida strain HX2-24 16S ribosomal RNA, complete sequence",3
